"GEO_ID","NAME","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E"
"0400000US12","Florida","0.1","11.1","0.1","10.8","0.1","3.8","0.1","4.1","0.1","47507","202","67975","250","34.3","(X)","(X)","(X)","(X)","(X)","4699888","22277","5.0","0.1","3.5","0.1","9.3","0.1","10.5","0.1","14.9","0.1","19.7","0.1","13.1","0.1","13.6","0.1","5.0","0.1","5.4","0.1","57504","300","79510","354","(X)","(X)","34.5","(X)","(X)","(X)","3391659","22619","2.2","0.1","1.9","0.1","6.5","0.1","8.8","0.1","13.8","0.2","21.0","0.2","15.4","0.1","16.9","0.2","6.5","0.1","7.0","0.1","69366","347","92990","412","(X)","(X)","(X)","(X)","(X)","(X)","2600606","10707","14.0","0.2","10.0","0.1","18.0","0.2","13.9","0.2","15.1","0.2","14.5","0.2","6.5","0.1","5.0","0.1","1.4","0.1","1.6","0.1","30475","136","44388","239","(X)","(X)","(X)","(X)","32.5","(X)","7300494","24106","7.8","0.1","5.6","0.1","12.1","0.1","11.6","0.1","15.0","0.1","18.2"
"0400000US13","Georgia","0.2","11.4","0.1","11.7","0.1","4.4","0.1","4.3","0.1","49620","245","69010","274","34.0","(X)","(X)","(X)","(X)","(X)","2423535","9539","6.0","0.1","3.7","0.1","9.2","0.2","9.8","0.1","13.6","0.2","18.9","0.2","13.2","0.2","14.5","0.2","5.6","0.1","5.5","0.1","59410","330","79648","373","(X)","(X)","34.7","(X)","(X)","(X)","1706506","11362","2.0","0.1","1.8","0.1","6.0","0.2","7.9","0.2","12.6","0.2","20.2","0.2","16.0","0.2","18.6","0.2","7.5","0.2","7.5","0.1","74378","417","95509","477","(X)","(X)","(X)","(X)","(X)","(X)","1150827","6118","15.6","0.2","10.4","0.2","16.1","0.2","13.0","0.3","14.8","0.2","15.3","0.3","6.8","0.2","5.1","0.2","1.5","0.1","1.4","0.1","30883","217","43980","392","(X)","(X)","(X)","(X)","30.7","(X)","3574362","9977","8.7","0.1","5.7","0.1","11.2","0.1","10.7","0.1","14.1","0.1","18.0"
"0400000US15","Hawaii","0.4","14.2","0.4","18.1","0.4","7.6","0.2","6.3","0.2","69515","725","87329","676","33.3","(X)","(X)","(X)","(X)","(X)","313612","1985","3.3","0.2","2.1","0.2","4.9","0.3","6.2","0.3","10.7","0.4","18.6","0.4","15.8","0.4","21.7","0.4","9.1","0.3","7.6","0.3","80778","627","98273","816","(X)","(X)","34.2","(X)","(X)","(X)","233837","2376","1.4","0.2","1.4","0.1","3.5","0.2","4.9","0.2","9.6","0.4","18.0","0.5","16.7","0.5","24.5","0.6","10.7","0.4","9.2","0.3","90635","1102","108907","1032","(X)","(X)","(X)","(X)","(X)","(X)","136960","1920","12.6","0.6","6.9","0.4","13.0","0.6","10.7","0.6","14.7","0.7","18.8","0.7","10.2","0.6","8.9","0.5","2.5","0.3","1.9","0.2","41355","640","54698","1084","(X)","(X)","(X)","(X)","28.3","(X)","450572","1876","5.7","0.3","3.4","0.2","7.3","0.3","7.3","0.2","11.6","0.3","18.5"
"0400000US16","Idaho","0.4","12.0","0.3","10.4","0.3","3.0","0.2","2.6","0.1","47583","494","62311","630","29.0","(X)","(X)","(X)","(X)","(X)","406168","2815","4.2","0.2","2.9","0.2","8.5","0.3","10.7","0.3","16.2","0.4","22.3","0.5","14.7","0.4","13.2","0.4","4.0","0.2","3.3","0.2","57573","631","72438","876","(X)","(X)","28.7","(X)","(X)","(X)","324510","3269","2.0","0.2","1.7","0.2","6.2","0.3","9.3","0.3","15.7","0.4","24.0","0.6","16.8","0.4","15.6","0.5","4.7","0.3","4.0","0.2","64914","576","80444","955","(X)","(X)","(X)","(X)","(X)","(X)","183152","2241","14.7","0.6","11.6","0.6","20.0","0.6","16.2","0.7","14.5","0.6","13.0","0.7","5.2","0.4","3.3","0.3","0.8","0.1","0.7","0.1","27072","456","36989","597","(X)","(X)","(X)","(X)","28.0","(X)","589320","2000","7.0","0.2","5.5","0.2","11.9","0.3","12.2","0.4","15.7","0.3","19.8"
"0400000US17","Illinois","0.1","12.7","0.1","14.1","0.1","5.7","0.1","5.8","0.1","57574","247","79556","273","31.9","(X)","(X)","(X)","(X)","(X)","3124683","10640","4.4","0.1","2.7","0.1","7.0","0.1","7.9","0.1","11.9","0.1","18.3","0.1","14.7","0.1","17.7","0.2","7.5","0.1","7.8","0.1","71546","284","94076","392","(X)","(X)","32.8","(X)","(X)","(X)","2302493","11810","1.4","0.1","1.2","0.1","4.2","0.1","6.1","0.1","10.6","0.1","18.7","0.2","16.6","0.2","21.7","0.2","9.6","0.1","10.1","0.1","86045","316","110235","445","(X)","(X)","(X)","(X)","(X)","(X)","1661705","6730","13.5","0.2","8.5","0.1","16.2","0.2","12.5","0.2","14.3","0.2","16.2","0.2","8.4","0.2","6.6","0.1","2.0","0.1","2.0","0.1","34356","279","49637","305","(X)","(X)","(X)","(X)","28.9","(X)","4786388","11295","7.2","0.1","4.5","0.1","10.0","0.1","9.4","0.1","12.7","0.1","17.8"
"0400000US18","Indiana","0.2","12.4","0.1","11.4","0.1","3.3","0.1","2.8","0.1","49255","221","64649","260","28.5","(X)","(X)","(X)","(X)","(X)","1655043","6441","4.8","0.1","3.0","0.1","7.8","0.2","9.4","0.1","14.6","0.2","21.6","0.2","15.4","0.2","15.0","0.2","4.5","0.1","3.8","0.1","61119","299","76352","387","(X)","(X)","28.3","(X)","(X)","(X)","1230230","8046","1.4","0.1","1.3","0.1","4.7","0.1","7.5","0.2","13.7","0.2","23.3","0.2","18.4","0.2","18.8","0.2","5.7","0.1","4.9","0.1","72484","349","88755","477","(X)","(X)","(X)","(X)","(X)","(X)","846894","4862","13.4","0.2","10.5","0.2","19.5","0.3","15.6","0.2","16.2","0.3","14.1","0.2","5.7","0.2","3.5","0.1","0.8","0.1","0.8","0.1","29056","203","39064","277","(X)","(X)","(X)","(X)","27.5","(X)","2501937","7578","7.2","0.1","5.4","0.1","11.5","0.1","11.4","0.1","15.2","0.1","19.4"
"0400000US19","Iowa","0.2","13.7","0.2","12.5","0.2","3.7","0.1","3.2","0.1","53183","313","68446","414","28.5","(X)","(X)","(X)","(X)","(X)","797481","3727","3.4","0.1","2.3","0.1","6.4","0.2","8.4","0.2","13.5","0.2","22.2","0.3","17.3","0.2","17.0","0.2","5.2","0.1","4.3","0.1","67466","363","82413","569","(X)","(X)","27.7","(X)","(X)","(X)","631345","4213","1.1","0.1","1.1","0.1","3.9","0.1","6.4","0.2","12.1","0.2","23.4","0.3","20.0","0.3","20.4","0.3","6.4","0.2","5.3","0.2","77166","327","92823","619","(X)","(X)","(X)","(X)","(X)","(X)","438928","2986","12.4","0.3","10.7","0.3","18.8","0.4","15.2","0.3","16.2","0.3","15.0","0.3","6.1","0.2","3.7","0.2","0.9","0.1","0.9","0.1","30166","267","40564","498","(X)","(X)","(X)","(X)","28.4","(X)","1236409","3802","6.2","0.1","5.1","0.1","10.5","0.2","10.6","0.2","14.4","0.2","20.0"
"0400000US20","Kansas","0.2","12.6","0.2","12.7","0.2","4.0","0.1","3.7","0.1","52205","232","70093","461","27.3","(X)","(X)","(X)","(X)","(X)","729468","3794","3.5","0.1","2.5","0.1","7.0","0.2","8.8","0.2","13.8","0.2","21.0","0.3","15.9","0.3","16.8","0.3","5.5","0.2","5.1","0.1","66389","391","84265","629","(X)","(X)","27.2","(X)","(X)","(X)","566559","3883","1.2","0.1","1.1","0.1","4.3","0.1","6.9","0.2","12.6","0.2","22.3","0.3","18.3","0.3","20.2","0.3","6.8","0.2","6.3","0.2","76947","491","95761","757","(X)","(X)","(X)","(X)","(X)","(X)","384004","3309","13.3","0.3","10.2","0.3","18.1","0.4","15.5","0.3","16.2","0.4","15.0","0.4","5.7","0.2","4.1","0.2","1.0","0.1","0.9","0.1","30220","273","40750","468","(X)","(X)","(X)","(X)","26.3","(X)","1113472","3874","6.5","0.1","5.0","0.1","10.6","0.2","10.9","0.2","14.7","0.2","19.3"
"0400000US21","Kentucky","0.2","11.0","0.2","10.2","0.1","2.9","0.1","2.6","0.1","43740","302","60031","356","29.0","(X)","(X)","(X)","(X)","(X)","1136718","5739","6.2","0.2","4.4","0.1","9.9","0.2","10.1","0.2","14.5","0.2","20.2","0.2","13.9","0.2","13.4","0.2","4.0","0.1","3.5","0.1","55367","434","71153","460","(X)","(X)","29.1","(X)","(X)","(X)","836041","5856","2.4","0.1","2.4","0.1","6.9","0.2","8.6","0.2","14.1","0.3","22.3","0.3","16.7","0.2","17.0","0.3","5.1","0.2","4.5","0.1","66861","441","83009","508","(X)","(X)","(X)","(X)","(X)","(X)","571781","4250","18.7","0.4","12.7","0.3","18.9","0.4","13.8","0.2","14.3","0.3","12.4","0.3","4.7","0.2","3.0","0.2","0.7","0.1","0.8","0.1","24802","249","35716","496","(X)","(X)","(X)","(X)","27.4","(X)","1708499","5144","9.9","0.2","6.9","0.1","12.8","0.2","11.3","0.2","14.5","0.2","17.8"
"0400000US22","Louisiana","0.2","10.9","0.2","11.4","0.2","3.9","0.1","3.5","0.1","45047","315","63904","405","34.9","(X)","(X)","(X)","(X)","(X)","1128232","5344","6.7","0.2","4.4","0.1","10.1","0.2","9.9","0.2","13.1","0.2","17.7","0.2","13.4","0.2","14.8","0.2","5.2","0.2","4.7","0.1","57144","431","75804","568","(X)","(X)","36.1","(X)","(X)","(X)","752359","5705","1.8","0.1","1.9","0.1","5.9","0.2","7.8","0.2","12.4","0.2","19.5","0.4","16.7","0.3","20.1","0.3","7.3","0.2","6.6","0.2","75887","544","93697","705","(X)","(X)","(X)","(X)","(X)","(X)","599687","4183","18.6","0.3","12.1","0.3","18.2","0.4","12.8","0.3","13.4","0.3","12.7","0.3","5.6","0.2","4.2","0.2","1.3","0.1","1.1","0.1","25719","305","38784","433","(X)","(X)","(X)","(X)","31.2","(X)","1727919","4615","10.3","0.2","6.9","0.1","12.7","0.2","10.9","0.2","13.2","0.2","16.2"
"0400000US23","Maine","0.4","12.8","0.3","11.3","0.2","3.4","0.1","3.0","0.2","49331","512","64985","614","25.4","(X)","(X)","(X)","(X)","(X)","347579","2224","3.8","0.2","3.0","0.2","8.0","0.3","9.9","0.3","13.9","0.3","21.3","0.4","16.1","0.4","15.1","0.3","4.7","0.2","4.1","0.2","62279","495","77831","846","(X)","(X)","24.9","(X)","(X)","(X)","270147","2138","1.3","0.1","1.5","0.1","5.5","0.2","8.4","0.3","12.9","0.3","22.8","0.5","18.7","0.5","18.2","0.4","5.7","0.2","5.0","0.3","71983","518","87840","964","(X)","(X)","(X)","(X)","(X)","(X)","205705","2248","13.6","0.4","12.8","0.5","18.7","0.5","14.4","0.5","14.6","0.5","14.0","0.6","6.2","0.4","3.7","0.3","1.0","0.1","1.1","0.1","27780","545","39999","718","(X)","(X)","(X)","(X)","24.5","(X)","553284","2234","7.0","0.2","6.4","0.2","11.7","0.3","11.4","0.3","14.1","0.3","19.0"
"0400000US24","Maryland","0.2","13.4","0.2","18.2","0.2","9.0","0.1","9.2","0.1","74551","370","97801","371","31.7","(X)","(X)","(X)","(X)","(X)","1450292","5625","3.1","0.1","1.9","0.1","4.6","0.1","6.0","0.2","9.5","0.2","16.2","0.2","14.1","0.2","21.2","0.2","11.3","0.2","12.2","0.2","90089","435","113668","517","(X)","(X)","32.2","(X)","(X)","(X)","1031573","6980","1.0","0.1","0.8","0.1","2.5","0.1","3.9","0.1","7.2","0.2","14.5","0.2","14.7","0.2","24.8","0.3","14.4","0.2","16.2","0.2","109228","492","133988","617","(X)","(X)","(X)","(X)","(X)","(X)","716097","3902","10.1","0.2","6.5","0.2","12.2","0.2","10.5","0.2","13.6","0.3","18.8","0.4","11.4","0.2","10.9","0.2","3.6","0.1","2.5","0.1","46429","375","61007","456","(X)","(X)","(X)","(X)","28.6","(X)","2166389","5118","5.1","0.1","3.3","0.1","6.9","0.1","7.2","0.1","10.7","0.1","17.1"
"0400000US25","Massachusetts","0.2","12.5","0.1","16.9","0.1","8.1","0.1","8.9","0.1","68563","384","94143","423","32.5","(X)","(X)","(X)","(X)","(X)","1620917","6097","3.6","0.1","2.5","0.1","5.6","0.1","6.5","0.1","9.5","0.1","15.4","0.2","13.8","0.2","20.5","0.2","10.6","0.2","12.1","0.1","87085","547","112945","621","(X)","(X)","33.2","(X)","(X)","(X)","1195878","7731","1.2","0.1","1.0","0.1","3.1","0.1","4.4","0.1","7.6","0.2","14.5","0.2","14.7","0.2","24.4","0.2","13.3","0.2","15.7","0.2","105557","516","133020","732","(X)","(X)","(X)","(X)","(X)","(X)","928804","4368","11.3","0.3","10.2","0.2","14.1","0.2","10.3","0.3","12.5","0.2","16.3","0.3","9.6","0.2","9.6","0.2","3.2","0.1","2.9","0.1","39687","411","57923","448","(X)","(X)","(X)","(X)","29.9","(X)","2549721","4643","6.1","0.1","5.1","0.1","8.5","0.1","7.7","0.1","10.4","0.1","15.8"
"0400000US26","Michigan","0.1","11.9","0.1","11.8","0.1","4.0","0.1","3.5","0.1","49576","186","66760","204","29.9","(X)","(X)","(X)","(X)","(X)","2497834","7539","5.2","0.1","3.3","0.1","8.0","0.1","9.0","0.1","13.8","0.1","20.2","0.1","14.6","0.1","15.6","0.2","5.5","0.1","4.7","0.1","62247","263","79572","278","(X)","(X)","30.0","(X)","(X)","(X)","1834569","9181","1.7","0.1","1.4","0.1","4.9","0.1","7.2","0.1","13.0","0.1","21.7","0.1","17.2","0.1","19.6","0.2","7.2","0.1","6.2","0.1","75133","257","93171","317","(X)","(X)","(X)","(X)","(X)","(X)","1343314","5497","14.8","0.2","10.0","0.2","18.5","0.2","14.7","0.2","15.4","0.2","14.4","0.2","6.2","0.1","4.1","0.1","1.0","0.1","1.0","0.1","29391","184","40543","256","(X)","(X)","(X)","(X)","28.4","(X)","3841148","7758","8.0","0.1","5.5","0.1","11.5","0.1","10.9","0.1","14.4","0.1","18.4"
"0400000US27","Minnesota","0.1","14.1","0.1","15.4","0.1","5.7","0.1","5.2","0.1","61492","226","80444","309","25.4","(X)","(X)","(X)","(X)","(X)","1376549","5820","3.0","0.1","2.0","0.1","5.6","0.1","7.0","0.1","11.3","0.2","19.5","0.2","16.8","0.2","19.9","0.2","7.8","0.1","7.2","0.1","77055","381","96258","418","(X)","(X)","25.0","(X)","(X)","(X)","1082532","6996","0.9","0.1","0.9","0.1","3.4","0.1","5.1","0.1","9.7","0.1","19.6","0.2","18.7","0.2","23.5","0.2","9.4","0.2","8.9","0.1","88259","372","108921","446","(X)","(X)","(X)","(X)","(X)","(X)","748196","3694","11.0","0.3","8.9","0.2","16.2","0.2","13.1","0.2","16.3","0.3","17.2","0.2","8.3","0.2","6.1","0.2","1.5","0.1","1.4","0.1","35623","255","48032","356","(X)","(X)","(X)","(X)","24.5","(X)","2124745","5711","5.4","0.1","4.3","0.1","9.0","0.1","8.9","0.1","13.0","0.1","19.0"
"0400000US28","Mississippi","0.3","10.0","0.2","8.8","0.2","2.5","0.1","2.2","0.1","39665","341","54906","397","33.7","(X)","(X)","(X)","(X)","(X)","749121","4085","7.8","0.2","4.8","0.2","11.7","0.3","11.5","0.2","14.8","0.3","19.4","0.3","12.5","0.3","11.3","0.3","3.3","0.1","2.8","0.1","49274","446","64296","522","(X)","(X)","34.8","(X)","(X)","(X)","489805","4518","2.2","0.1","2.2","0.2","7.5","0.2","9.5","0.3","14.6","0.4","23.0","0.4","16.4","0.4","15.7","0.4","4.8","0.2","4.0","0.2","64377","527","79692","688","(X)","(X)","(X)","(X)","(X)","(X)","347472","3254","21.0","0.4","14.4","0.4","19.6","0.5","13.1","0.4","13.1","0.4","10.8","0.4","4.1","0.2","2.6","0.2","0.6","0.1","0.6","0.1","21845","245","32337","387","(X)","(X)","(X)","(X)","29.7","(X)","1096593","4034","11.4","0.2","7.7","0.2","14.0","0.2","12.0","0.2","14.4","0.2","17.0"
"0400000US29","Missouri","0.2","11.8","0.1","11.1","0.1","3.7","0.1","3.2","0.1","48173","250","65312","316","29.9","(X)","(X)","(X)","(X)","(X)","1530006","6071","4.7","0.1","3.2","0.1","8.2","0.2","9.7","0.2","14.3","0.2","20.9","0.3","14.7","0.2","14.7","0.2","5.2","0.1","4.4","0.1","60809","311","77951","414","(X)","(X)","30.2","(X)","(X)","(X)","1141310","7342","1.6","0.1","1.6","0.1","5.3","0.1","7.9","0.2","13.5","0.2","22.5","0.3","17.2","0.2","18.3","0.2","6.6","0.1","5.6","0.1","72151","362","90253","473","(X)","(X)","(X)","(X)","(X)","(X)","834682","4446","14.6","0.3","11.1","0.2","18.7","0.3","14.9","0.3","15.6","0.3","13.7","0.2","5.8","0.2","3.8","0.1","0.9","0.1","1.0","0.1","28513","287","39654","424","(X)","(X)","(X)","(X)","27.9","(X)","2364688","6201","7.8","0.1","5.8","0.1","11.7","0.1","11.4","0.1","14.9","0.2","18.6"
"0400000US30","Montana","0.3","11.7","0.3","10.9","0.3","3.0","0.1","2.9","0.2","47169","490","63139","636","30.8","(X)","(X)","(X)","(X)","(X)","255470","2001","4.1","0.3","3.1","0.2","7.7","0.3","9.9","0.4","14.7","0.4","22.0","0.4","15.4","0.4","14.8","0.4","4.2","0.2","4.1","0.2","61271","499","76701","926","(X)","(X)","30.8","(X)","(X)","(X)","202065","2126","1.5","0.2","1.6","0.2","5.4","0.2","8.6","0.4","14.0","0.5","23.8","0.4","17.7","0.4","17.5","0.5","5.0","0.3","4.9","0.3","69209","640","85719","1138","(X)","(X)","(X)","(X)","(X)","(X)","153924","2040","13.6","0.6","11.7","0.5","20.5","0.7","15.0","0.6","15.2","0.7","13.5","0.7","5.1","0.4","3.8","0.3","0.7","0.1","1.0","0.2","27458","482","38385","641","(X)","(X)","(X)","(X)","29.4","(X)","409394","1852","7.2","0.3","6.2","0.2","12.4","0.3","11.7","0.3","14.9","0.3","19.0"
"0400000US31","Nebraska","0.3","13.1","0.2","12.9","0.2","3.9","0.1","3.5","0.1","52997","347","69392","389","26.5","(X)","(X)","(X)","(X)","(X)","476627","2890","3.5","0.2","2.3","0.1","6.7","0.2","8.6","0.2","13.3","0.3","21.7","0.3","16.4","0.3","17.3","0.3","5.4","0.2","4.8","0.2","67225","442","83230","527","(X)","(X)","26.4","(X)","(X)","(X)","373672","3065","1.2","0.1","1.1","0.1","4.2","0.2","6.6","0.2","12.0","0.3","22.5","0.3","19.1","0.4","20.9","0.3","6.6","0.2","5.9","0.2","77573","487","94241","648","(X)","(X)","(X)","(X)","(X)","(X)","259986","2264","11.9","0.4","10.5","0.4","18.5","0.5","15.0","0.4","16.9","0.5","15.2","0.4","6.2","0.3","3.8","0.2","1.1","0.1","1.0","0.1","30899","397","41297","514","(X)","(X)","(X)","(X)","25.5","(X)","736613","2628","6.1","0.2","5.0","0.2","10.6","0.2","10.6","0.2","14.6","0.2","19.8"
"0400000US32","Nevada","0.3","12.6","0.2","12.2","0.2","4.1","0.1","3.5","0.1","51847","351","69150","504","32.8","(X)","(X)","(X)","(X)","(X)","651954","4193","4.6","0.2","3.0","0.2","8.0","0.2","9.7","0.2","14.8","0.3","20.9","0.4","14.4","0.3","15.0","0.3","5.2","0.2","4.4","0.2","60916","451","78418","633","(X)","(X)","33.5","(X)","(X)","(X)","457627","3924","2.0","0.1","1.6","0.1","5.4","0.2","7.9","0.2","13.5","0.4","21.9","0.4","16.6","0.4","18.6","0.4","6.7","0.2","5.8","0.2","72123","606","90737","802","(X)","(X)","(X)","(X)","(X)","(X)","364755","3168","11.6","0.4","8.5","0.3","16.1","0.4","14.2","0.4","15.7","0.5","16.4","0.4","8.0","0.4","6.1","0.3","1.8","0.2","1.5","0.1","34648","494","48813","750","(X)","(X)","(X)","(X)","29.6","(X)","1016709","4083","6.5","0.2","4.8","0.2","10.6","0.2","11.1","0.2","15.1","0.3","19.5"
"0400000US33","New Hampshire","0.4","14.3","0.3","17.1","0.3","7.0","0.2","6.1","0.2","66779","537","85727","786","27.7","(X)","(X)","(X)","(X)","(X)","347378","2344","2.4","0.2","1.7","0.2","5.0","0.3","6.6","0.3","10.9","0.4","18.5","0.4","16.6","0.4","21.1","0.4","9.1","0.3","8.0","0.3","81726","661","100306","1091","(X)","(X)","27.7","(X)","(X)","(X)","274432","2520","0.8","0.1","0.7","0.1","3.0","0.2","4.9","0.2","9.0","0.4","18.0","0.4","18.3","0.5","24.6","0.5","10.9","0.4","9.7","0.3","92527","887","112566","1192","(X)","(X)","(X)","(X)","(X)","(X)","172873","1913","9.0","0.5","9.1","0.5","16.1","0.5","12.8","0.5","15.7","0.6","17.0","0.6","8.6","0.4","7.7","0.4","2.2","0.3","1.8","0.2","37499","721","52139","870","(X)","(X)","(X)","(X)","25.9","(X)","520251","1779","4.2","0.2","4.0","0.2","8.4","0.2","8.4","0.3","12.2","0.3","18.3"
"0400000US34","New Jersey","0.1","12.5","0.1","17.2","0.1","8.7","0.1","10.1","0.1","72093","286","99026","349","34.2","(X)","(X)","(X)","(X)","(X)","2211531","7235","3.5","0.1","2.2","0.1","5.5","0.1","6.3","0.1","9.5","0.1","15.4","0.1","13.5","0.1","20.2","0.2","10.9","0.1","13.0","0.2","88335","510","115568","520","(X)","(X)","34.9","(X)","(X)","(X)","1628432","8907","1.2","0.1","1.1","0.1","3.2","0.1","4.6","0.1","7.7","0.1","14.2","0.2","14.0","0.2","23.8","0.2","13.6","0.2","16.7","0.2","106656","474","135217","656","(X)","(X)","(X)","(X)","(X)","(X)","977955","6046","11.3","0.2","7.9","0.2","14.8","0.2","11.3","0.2","13.2","0.3","16.5","0.2","9.9","0.2","9.1","0.2","3.0","0.1","2.9","0.1","39809","369","57536","498","(X)","(X)","(X)","(X)","30.6","(X)","3189486","6199","5.5","0.1","3.8","0.1","8.1","0.1","7.8","0.1","10.5","0.1","15.8"
"0400000US35","New Mexico","0.3","11.3","0.3","10.7","0.2","3.8","0.1","3.0","0.1","44963","440","62215","514","30.4","(X)","(X)","(X)","(X)","(X)","495031","3337","6.7","0.3","4.4","0.2","10.6","0.3","10.4","0.3","13.6","0.3","18.6","0.4","13.4","0.3","13.4","0.3","5.0","0.2","3.9","0.2","55049","575","72050","623","(X)","(X)","31.5","(X)","(X)","(X)","344593","3185","2.6","0.2","2.8","0.2","7.6","0.3","8.7","0.3","12.6","0.4","20.2","0.5","16.3","0.4","17.3","0.3","6.6","0.3","5.3","0.2","68794","768","85832","791","(X)","(X)","(X)","(X)","(X)","(X)","268572","2899","17.7","0.5","10.9","0.5","17.5","0.5","12.8","0.4","14.4","0.5","12.9","0.4","6.5","0.3","4.9","0.3","1.3","0.2","1.2","0.1","27466","501","41094","700","(X)","(X)","(X)","(X)","26.8","(X)","763603","3312","9.8","0.2","6.6","0.2","12.8","0.2","11.2","0.2","14.1","0.3","16.9"
"0400000US36","New York","0.1","11.9","0.1","14.4","0.1","6.5","0.1","7.5","0.1","59269","235","86825","324","36.3","(X)","(X)","(X)","(X)","(X)","4625960","13534","4.9","0.1","3.4","0.1","7.7","0.1","7.9","0.1","11.2","0.1","16.8","0.1","13.2","0.1","17.3","0.1","8.1","0.1","9.5","0.1","71913","303","100948","460","(X)","(X)","38.2","(X)","(X)","(X)","3194010","16545","1.7","0.1","1.8","0.1","4.9","0.1","6.1","0.1","9.6","0.1","16.6","0.1","14.6","0.1","21.2","0.2","10.6","0.1","12.9","0.1","90257","409","121531","597","(X)","(X)","(X)","(X)","(X)","(X)","2636319","8228","14.0","0.1","8.9","0.1","14.3","0.2","10.8","0.1","12.8","0.2","15.3","0.2","9.0","0.1","8.3","0.1","3.1","0.1","3.6","0.1","36916","211","58432","391","(X)","(X)","(X)","(X)","31.4","(X)","7262279","12603","7.8","0.1","5.2","0.1","9.8","0.1","8.8","0.1","11.7","0.1","16.4"
"0400000US37","North Carolina","0.1","11.3","0.1","10.7","0.1","3.7","0.1","3.6","0.1","46868","206","65338","286","29.5","(X)","(X)","(X)","(X)","(X)","2497993","10250","5.3","0.1","3.6","0.1","9.3","0.1","10.4","0.2","14.5","0.2","19.5","0.2","13.7","0.2","13.9","0.2","5.0","0.1","4.8","0.1","57856","341","77040","377","(X)","(X)","30.0","(X)","(X)","(X)","1817338","12003","1.8","0.1","1.7","0.1","6.0","0.1","8.3","0.1","13.6","0.2","21.3","0.2","16.7","0.2","17.7","0.2","6.5","0.1","6.4","0.1","71565","316","91373","475","(X)","(X)","(X)","(X)","(X)","(X)","1277588","6306","14.7","0.2","11.8","0.2","17.9","0.2","14.5","0.2","15.2","0.2","13.8","0.2","5.9","0.2","4.0","0.1","1.1","0.1","1.1","0.1","28639","270","40207","319","(X)","(X)","(X)","(X)","27.2","(X)","3775581","9491","8.0","0.1","6.2","0.1","12.0","0.1","11.7","0.1","14.8","0.1","17.9"
