"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C01_008E","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C04_006E"
"0400000US12","Florida","7197943","25102","8.2","0.2","6.1","0.1","12.8","0.2","12.1","0.2","15.2","0.2","17.9","0.2","0.2","10.2","0.2","3.3","0.1","3.6","0.1","45040","345","64229","450","33.0","(X)","(X)","(X)","(X)","(X)","4598222","24279","5.4","0.2","3.8","0.2","10.0","0.2","11.1","0.3","15.3","0.3","19.6","0.3","12.8","0.3","12.8","0.2","4.4","0.2","4.8","0.1","54777","464","75292","582","(X)","(X)","33.2","(X)","(X)","(X)","3319620","23272","2.3","0.2","2.2","0.2","7.2","0.2","9.5","0.3","14.5","0.3","21.2","0.3","15.1","0.3","16.0","0.3","5.7","0.2","6.3","0.2","65932","494","10.6","88090","763","(X)","(X)","(X)","(X)","(X)","(X)","2599721","22841","14.4","0.3","10.9","0.3","18.6","0.4","13.9","0.3","0.4","14.0","0.4","6.0","0.2","4.7","0.2","1.2","0.1","1.3","0.1","29072","454","42219","591","(X)","(X)","(X)","(X)","31.4","(X)","15.0"
"0400000US13","Georgia","3532908","15691","9.3","0.2","6.1","0.2","11.8","0.3","10.9","0.3","14.0","0.3","18.0","0.4","0.3","10.9","0.3","3.9","0.2","4.0","0.2","47209","378","65623","516","33.0","(X)","(X)","(X)","(X)","(X)","2406226","16700","6.6","0.3","4.0","0.2","10.0","0.3","10.0","0.3","13.6","0.4","19.0","0.5","13.0","0.3","13.6","0.3","5.1","0.2","5.1","0.2","56684","681","75450","679","(X)","(X)","33.6","(X)","(X)","(X)","1693386","18424","2.2","0.2","1.9","0.2","6.6","0.4","8.2","0.4","12.8","0.5","21.0","0.5","15.7","0.5","17.9","0.4","6.8","0.3","6.9","0.3","71314","730","11.1","90891","924","(X)","(X)","(X)","(X)","(X)","(X)","1126682","15922","16.6","0.6","11.1","0.5","16.1","0.5","13.1","0.5","0.6","14.8","0.6","6.4","0.4","4.3","0.3","1.4","0.2","1.3","0.2","29479","643","42220","818","(X)","(X)","(X)","(X)","30.1","(X)","14.9"
"0400000US15","Hawaii","447748","4282","6.2","0.6","3.7","0.4","7.9","0.6","7.3","0.6","12.3","0.7","18.5","0.8","0.8","17.0","0.7","6.9","0.5","5.3","0.5","66259","1628","81812","1497","33.3","(X)","(X)","(X)","(X)","(X)","309165","5759","3.8","0.6","2.5","0.5","6.0","0.6","5.9","0.6","11.1","0.8","18.7","1.0","16.7","1.1","20.5","0.9","8.2","0.6","6.6","0.7","77447","1597","92346","1682","(X)","(X)","33.8","(X)","(X)","(X)","229027","6135","1.5","0.4","1.5","0.4","4.7","0.6","4.7","0.6","10.6","0.9","18.1","1.2","18.2","1.2","23.1","1.1","9.7","0.7","7.9","0.9","86457","1796","14.9","102044","2077","(X)","(X)","(X)","(X)","(X)","(X)","138583","4966","13.2","1.4","6.8","0.9","12.3","1.5","11.5","1.4","1.6","18.8","1.5","9.8","1.1","8.2","1.2","2.2","0.6","1.2","0.4","40883","1418","51370","2184","(X)","(X)","(X)","(X)","28.7","(X)","16.0"
"0400000US16","Idaho","583106","5317","6.9","0.6","5.8","0.5","12.7","0.6","12.7","0.7","15.9","0.7","20.4","0.8","0.6","9.4","0.5","2.7","0.3","2.2","0.3","45489","929","58716","1109","26.4","(X)","(X)","(X)","(X)","(X)","405908","6386","4.8","0.6","3.0","0.4","10.1","0.7","11.5","0.8","16.1","0.9","22.5","1.1","13.6","0.8","11.9","0.8","3.7","0.5","2.8","0.4","54483","1240","67369","1625","(X)","(X)","26.1","(X)","(X)","(X)","322225","6301","2.1","0.5","1.7","0.3","7.8","0.7","10.1","0.9","15.8","0.9","24.5","1.3","16.0","1.0","14.3","1.0","4.3","0.6","3.4","0.5","61890","1118","11.2","75049","1807","(X)","(X)","(X)","(X)","(X)","(X)","177198","5450","13.7","1.4","12.6","1.4","19.8","1.6","16.5","1.6","1.3","13.7","1.2","5.0","0.8","2.9","0.6","0.5","0.2","0.7","0.3","27027","998","35944","1121","(X)","(X)","(X)","(X)","25.9","(X)","14.6"
"0400000US17","Illinois","4770194","13140","7.5","0.2","4.9","0.1","10.4","0.2","9.7","0.2","13.2","0.3","17.9","0.3","0.2","13.5","0.3","5.1","0.1","5.1","0.1","55137","408","75201","508","30.1","(X)","(X)","(X)","(X)","(X)","3121020","16046","4.6","0.2","3.0","0.2","7.5","0.2","8.4","0.2","12.3","0.3","18.6","0.3","15.0","0.3","17.1","0.4","6.7","0.2","6.8","0.2","68705","605","88826","686","(X)","(X)","30.9","(X)","(X)","(X)","2289429","18317","1.4","0.1","1.3","0.1","4.5","0.2","6.6","0.2","11.4","0.3","19.0","0.4","17.2","0.4","21.2","0.5","8.6","0.2","8.9","0.2","82304","579","12.8","104301","859","(X)","(X)","(X)","(X)","(X)","(X)","1649174","15000","14.1","0.4","9.2","0.3","16.4","0.5","12.5","0.4","0.4","16.0","0.4","8.0","0.3","5.9","0.3","1.8","0.2","1.7","0.1","32785","575","46941","783","(X)","(X)","(X)","(X)","27.5","(X)","14.5"
"0400000US18","Indiana","2480077","10833","7.6","0.2","5.7","0.2","12.0","0.3","11.6","0.3","15.8","0.3","19.2","0.3","0.3","10.6","0.3","2.9","0.2","2.4","0.1","46974","421","61272","516","27.0","(X)","(X)","(X)","(X)","(X)","1648172","14329","5.1","0.3","3.1","0.2","8.5","0.3","10.0","0.3","15.6","0.4","21.5","0.4","15.1","0.4","14.1","0.4","4.0","0.2","3.2","0.2","58596","664","72072","633","(X)","(X)","26.6","(X)","(X)","(X)","1229106","12872","1.6","0.2","1.4","0.1","5.3","0.3","8.5","0.4","14.9","0.4","23.4","0.4","18.2","0.5","17.6","0.5","5.1","0.3","4.1","0.3","69259","658","12.2","83488","803","(X)","(X)","(X)","(X)","(X)","(X)","831905","12481","14.0","0.6","11.3","0.6","19.9","0.7","15.1","0.6","0.6","13.7","0.6","5.4","0.5","2.9","0.3","0.7","0.2","0.7","0.1","27484","573","37329","752","(X)","(X)","(X)","(X)","26.3","(X)","16.2"
"0400000US19","Iowa","1227048","6132","6.5","0.3","5.6","0.3","11.0","0.4","11.2","0.4","14.5","0.4","20.5","0.4","0.4","11.6","0.4","3.1","0.2","2.7","0.2","50957","431","64524","642","26.6","(X)","(X)","(X)","(X)","(X)","796744","7245","3.7","0.3","2.7","0.3","7.1","0.4","9.1","0.4","13.9","0.5","22.9","0.5","16.7","0.5","15.7","0.6","4.4","0.3","3.8","0.3","64122","918","77465","867","(X)","(X)","26.0","(X)","(X)","(X)","625952","7159","1.3","0.2","1.2","0.2","4.6","0.3","7.0","0.5","12.6","0.5","24.5","0.6","19.6","0.6","19.1","0.7","5.4","0.4","4.6","0.3","73685","826","13.1","87577","1011","(X)","(X)","(X)","(X)","(X)","(X)","430304","6084","13.1","0.7","11.3","0.6","19.0","0.8","15.6","0.8","0.7","15.0","0.7","5.5","0.5","3.3","0.4","0.6","0.2","0.7","0.2","28873","729","38231","838","(X)","(X)","(X)","(X)","26.5","(X)","15.8"
"0400000US20","Kansas","1113911","5555","6.5","0.3","5.4","0.3","11.4","0.4","11.2","0.4","15.2","0.4","19.7","0.5","0.4","11.9","0.4","3.3","0.2","3.4","0.2","50241","520","66618","919","24.1","(X)","(X)","(X)","(X)","(X)","727171","6574","3.4","0.3","2.8","0.2","8.4","0.4","9.3","0.5","14.1","0.5","21.7","0.7","15.2","0.5","16.0","0.5","4.6","0.3","4.5","0.3","62955","904","79648","1230","(X)","(X)","24.3","(X)","(X)","(X)","563407","6847","0.9","0.2","1.3","0.2","5.4","0.3","7.7","0.5","13.1","0.6","23.2","0.8","17.7","0.6","19.4","0.6","5.7","0.4","5.6","0.4","73016","1024","12.0","90654","1477","(X)","(X)","(X)","(X)","(X)","(X)","386740","6760","13.3","0.6","10.7","0.8","18.1","0.9","15.6","0.7","0.8","14.8","0.7","5.1","0.5","3.7","0.5","0.8","0.2","1.2","0.2","29850","752","39902","1023","(X)","(X)","(X)","(X)","22.3","(X)","16.7"
"0400000US21","Kentucky","1707004","8109","10.6","0.4","7.3","0.3","13.2","0.4","11.9","0.4","14.4","0.4","17.4","0.4","0.4","9.6","0.3","2.5","0.2","2.2","0.1","41724","419","56738","551","26.3","(X)","(X)","(X)","(X)","(X)","1140771","10522","6.6","0.4","4.6","0.3","10.6","0.4","10.7","0.4","14.7","0.4","20.3","0.6","13.5","0.5","12.8","0.4","3.5","0.2","2.9","0.2","53012","690","67293","771","(X)","(X)","26.3","(X)","(X)","(X)","834642","9876","2.3","0.2","2.5","0.2","7.5","0.4","8.9","0.4","14.7","0.5","22.8","0.7","16.7","0.6","16.4","0.5","4.4","0.3","3.7","0.3","64828","857","10.8","78799","891","(X)","(X)","(X)","(X)","(X)","(X)","566233","9813","20.3","0.9","13.3","0.7","19.3","0.8","14.4","0.8","0.6","10.9","0.6","4.6","0.3","2.9","0.3","0.5","0.1","0.7","0.1","23078","616","33235","652","(X)","(X)","(X)","(X)","24.8","(X)","13.2"
"0400000US22","Louisiana","1719473","9205","10.3","0.3","7.7","0.3","13.1","0.4","11.1","0.3","13.5","0.4","16.4","0.4","0.4","10.5","0.3","3.4","0.2","3.1","0.2","42944","680","60911","735","33.5","(X)","(X)","(X)","(X)","(X)","1125659","9109","6.6","0.4","5.0","0.4","10.7","0.4","10.4","0.4","13.7","0.4","18.0","0.5","13.3","0.5","13.6","0.5","4.6","0.3","4.1","0.2","54059","903","71928","1022","(X)","(X)","34.8","(X)","(X)","(X)","744806","9635","1.6","0.2","2.3","0.3","6.4","0.4","8.3","0.5","13.0","0.5","20.2","0.7","17.0","0.6","18.6","0.7","6.5","0.4","6.0","0.4","72313","1030","10.8","89594","1461","(X)","(X)","(X)","(X)","(X)","(X)","593814","8002","18.9","0.7","13.4","0.7","18.5","0.8","12.5","0.6","0.7","12.5","0.7","5.2","0.5","3.9","0.4","1.0","0.2","1.1","0.3","24428","722","37536","1154","(X)","(X)","(X)","(X)","29.6","(X)","13.0"
"0400000US23","Maine","554543","4451","7.4","0.5","6.5","0.5","11.9","0.6","12.0","0.6","14.9","0.6","19.8","0.8","0.6","10.4","0.5","2.5","0.3","2.7","0.3","46709","898","61137","982","23.3","(X)","(X)","(X)","(X)","(X)","346950","5393","4.2","0.5","3.0","0.4","8.8","0.7","10.2","0.8","14.6","0.9","22.7","1.1","15.1","0.7","14.1","0.7","3.6","0.4","3.6","0.4","58689","1304","73506","1407","(X)","(X)","22.7","(X)","(X)","(X)","270568","4782","1.4","0.3","1.4","0.3","6.8","0.7","8.5","0.7","14.1","0.9","24.5","1.1","17.6","0.8","16.9","0.9","4.4","0.5","4.4","0.5","66945","1332","11.8","82837","1931","(X)","(X)","(X)","(X)","(X)","(X)","207593","4390","14.3","1.1","12.8","1.1","17.7","1.2","15.3","1.0","1.0","14.0","1.1","5.7","0.8","3.4","0.5","0.7","0.2","0.7","0.2","28040","1226","37334","1102","(X)","(X)","(X)","(X)","22.6","(X)","15.5"
"0400000US24","Maryland","2157717","7667","5.3","0.2","3.7","0.2","7.4","0.2","7.2","0.3","11.3","0.3","17.5","0.4","0.3","17.9","0.4","8.5","0.2","8.1","0.2","71122","579","92805","709","28.8","(X)","(X)","(X)","(X)","(X)","1437113","10814","3.3","0.3","2.2","0.2","5.0","0.3","6.0","0.3","9.9","0.4","17.0","0.5","14.0","0.3","20.9","0.5","10.9","0.3","10.8","0.3","85985","953","108034","959","(X)","(X)","28.8","(X)","(X)","(X)","1018129","10525","1.1","0.2","0.9","0.2","2.7","0.2","3.7","0.2","7.5","0.4","15.6","0.6","14.9","0.5","25.0","0.6","13.9","0.5","14.6","0.4","105260","1130","13.1","127846","1253","(X)","(X)","(X)","(X)","(X)","(X)","720604","9545","10.5","0.5","7.2","0.5","12.9","0.6","10.2","0.5","0.5","18.2","0.6","11.0","0.6","10.3","0.6","3.1","0.3","2.2","0.3","43675","1008","58137","1070","(X)","(X)","(X)","(X)","26.4","(X)","14.4"
"0400000US25","Massachusetts","2522394","9088","7.0","0.2","5.0","0.2","8.9","0.2","7.7","0.2","11.0","0.3","16.3","0.4","0.3","16.3","0.4","7.4","0.2","7.9","0.2","65339","645","89273","892","30.1","(X)","(X)","(X)","(X)","(X)","1598867","12256","3.9","0.2","2.6","0.2","6.2","0.2","6.6","0.2","9.8","0.3","16.0","0.4","14.3","0.4","20.2","0.5","9.8","0.3","10.7","0.3","82977","1106","107088","1171","(X)","(X)","30.5","(X)","(X)","(X)","1173287","11662","1.1","0.1","1.0","0.1","3.6","0.2","4.9","0.3","8.1","0.4","15.2","0.5","15.6","0.5","24.3","0.6","12.3","0.4","14.0","0.4","100696","724","12.5","126299","1492","(X)","(X)","(X)","(X)","(X)","(X)","923527","10656","13.2","0.5","9.7","0.4","14.2","0.5","9.8","0.5","0.4","16.6","0.6","9.1","0.4","8.6","0.5","2.8","0.3","2.7","0.3","37769","845","55338","1375","(X)","(X)","(X)","(X)","28.0","(X)","13.2"
"0400000US26","Michigan","3819068","10789","8.7","0.2","5.9","0.2","12.1","0.2","11.3","0.2","14.7","0.2","18.4","0.3","0.2","10.9","0.2","3.5","0.1","3.0","0.1","46859","331","63031","392","27.6","(X)","(X)","(X)","(X)","(X)","2482612","15037","5.6","0.2","3.6","0.2","8.5","0.2","9.5","0.2","14.3","0.3","20.6","0.3","14.5","0.3","14.5","0.3","4.8","0.2","4.1","0.1","59295","467","75349","529","(X)","(X)","27.6","(X)","(X)","(X)","1821915","13935","1.8","0.1","1.6","0.1","5.5","0.2","7.8","0.2","13.9","0.3","22.5","0.4","17.1","0.3","18.4","0.4","6.2","0.2","5.3","0.2","71197","413","11.5","88287","680","(X)","(X)","(X)","(X)","(X)","(X)","1336456","14066","15.8","0.4","10.8","0.3","19.0","0.4","14.7","0.4","0.4","13.8","0.4","5.4","0.3","3.7","0.2","0.8","0.1","0.8","0.1","27575","450","38026","538","(X)","(X)","(X)","(X)","26.1","(X)","15.2"
"0400000US27","Minnesota","2111943","6274","5.8","0.2","4.6","0.2","9.2","0.3","9.3","0.3","13.7","0.3","19.2","0.3","0.3","14.4","0.3","5.0","0.2","4.7","0.2","58906","668","76261","706","22.9","(X)","(X)","(X)","(X)","(X)","1374436","9338","3.3","0.2","2.3","0.2","5.7","0.3","7.5","0.3","11.9","0.3","20.2","0.4","16.8","0.3","18.7","0.5","6.8","0.3","6.6","0.3","73511","782","91409","909","(X)","(X)","22.8","(X)","(X)","(X)","1079809","9432","1.0","0.1","0.9","0.1","3.6","0.2","5.8","0.3","10.5","0.3","20.4","0.5","19.2","0.4","22.3","0.5","8.3","0.4","8.1","0.3","84461","766","14.1","103548","996","(X)","(X)","(X)","(X)","(X)","(X)","737507","8630","11.6","0.5","9.2","0.4","16.3","0.5","13.4","0.5","0.6","16.9","0.6","7.7","0.4","5.4","0.3","1.3","0.2","1.1","0.2","34549","703","45135","702","(X)","(X)","(X)","(X)","21.9","(X)","17.0"
"0400000US28","Mississippi","1090521","7826","12.2","0.4","8.4","0.4","15.0","0.5","11.9","0.5","14.6","0.7","16.8","0.5","0.5","7.9","0.4","2.3","0.2","2.1","0.2","37095","584","52677","872","32.4","(X)","(X)","(X)","(X)","(X)","747620","9723","8.7","0.5","5.1","0.4","13.2","0.6","11.5","0.6","15.3","0.8","19.3","0.6","11.0","0.7","10.3","0.5","3.0","0.3","2.7","0.3","45857","974","61606","1211","(X)","(X)","33.4","(X)","(X)","(X)","481032","9154","2.4","0.3","2.3","0.4","8.8","0.6","9.6","0.6","15.6","1.0","23.6","0.9","14.9","0.9","14.9","0.8","4.2","0.5","3.8","0.5","61085","1010","8.8","77245","1764","(X)","(X)","(X)","(X)","(X)","(X)","342901","7547","22.0","1.0","15.8","1.0","19.7","1.1","12.5","0.9","0.9","10.8","0.8","3.5","0.5","2.1","0.4","0.6","0.2","0.7","0.2","20660","618","31147","1069","(X)","(X)","(X)","(X)","28.5","(X)","12.2"
"0400000US29","Missouri","2359135","11280","8.4","0.2","6.6","0.2","12.3","0.3","11.9","0.3","14.9","0.3","18.6","0.4","0.3","10.1","0.3","3.2","0.2","2.7","0.1","45321","418","61301","558","28.2","(X)","(X)","(X)","(X)","(X)","1517231","12741","5.2","0.3","3.6","0.3","9.0","0.4","10.3","0.4","14.7","0.4","21.3","0.5","14.2","0.4","13.5","0.4","4.5","0.2","3.7","0.2","57274","605","73351","818","(X)","(X)","28.4","(X)","(X)","(X)","1124203","12274","1.7","0.2","1.9","0.2","5.9","0.3","8.5","0.4","14.2","0.4","23.3","0.6","17.0","0.5","16.9","0.5","5.8","0.3","4.8","0.3","68532","797","11.4","85323","994","(X)","(X)","(X)","(X)","(X)","(X)","841904","9954","15.5","0.6","12.2","0.5","18.9","0.7","14.9","0.6","0.6","13.0","0.6","5.5","0.4","3.4","0.3","0.7","0.1","0.8","0.1","26849","397","37266","747","(X)","(X)","(X)","(X)","26.5","(X)","14.9"
"0400000US30","Montana","408938","3977","7.6","0.6","6.5","0.6","13.3","0.7","11.9","0.7","15.1","0.7","18.9","0.9","0.7","10.3","0.5","2.6","0.3","2.3","0.3","45076","1092","59991","1429","28.7","(X)","(X)","(X)","(X)","(X)","259650","5083","3.8","0.5","3.7","0.6","9.0","0.8","10.0","0.8","15.0","0.9","22.3","1.3","15.1","1.0","14.1","0.8","3.6","0.5","3.4","0.4","59706","1619","73329","2007","(X)","(X)","28.6","(X)","(X)","(X)","205584","4320","1.7","0.4","1.9","0.4","6.3","0.7","9.0","0.8","14.3","0.9","24.7","1.4","17.6","1.2","16.2","1.0","4.1","0.6","4.2","0.5","67127","1035","11.5","81895","2438","(X)","(X)","(X)","(X)","(X)","(X)","149288","4320","15.3","1.4","11.5","1.0","21.3","1.2","15.2","1.3","1.2","12.0","1.4","4.7","0.7","2.9","0.7","0.8","0.3","0.5","0.2","25951","891","34965","1151","(X)","(X)","(X)","(X)","27.1","(X)","15.7"
"0400000US31","Nebraska","733570","4667","6.0","0.3","5.5","0.4","11.2","0.5","11.2","0.4","15.3","0.6","20.2","0.6","0.5","11.6","0.5","3.4","0.2","2.8","0.2","50723","577","65121","749","23.7","(X)","(X)","(X)","(X)","(X)","474564","6359","3.4","0.3","2.8","0.4","7.5","0.5","9.4","0.5","13.9","0.7","22.6","0.7","16.1","0.7","15.6","0.7","4.6","0.4","4.0","0.3","63442","1034","77606","1039","(X)","(X)","23.7","(X)","(X)","(X)","369338","5693","1.0","0.2","1.3","0.2","4.5","0.4","7.5","0.6","12.6","0.7","24.4","0.9","18.7","0.8","19.1","0.8","5.8","0.5","5.0","0.3","73566","1006","12.9","88519","1124","(X)","(X)","(X)","(X)","(X)","(X)","259006","5467","11.8","0.8","11.1","0.8","18.7","1.2","15.0","0.9","1.0","14.7","0.9","6.1","0.7","3.5","0.5","0.9","0.2","0.7","0.2","30438","759","39845","1003","(X)","(X)","(X)","(X)","22.3","(X)","17.5"
"0400000US32","Nevada","1006605","7913","6.7","0.4","5.1","0.3","11.4","0.5","11.5","0.5","15.5","0.6","19.9","0.7","0.5","11.2","0.5","3.5","0.3","3.1","0.2","49760","826","66044","1058","30.6","(X)","(X)","(X)","(X)","(X)","650833","9331","4.6","0.4","3.6","0.4","9.5","0.6","10.2","0.7","15.5","0.7","20.6","0.9","14.2","0.7","13.5","0.7","4.4","0.4","3.9","0.3","56954","1055","74437","1495","(X)","(X)","31.2","(X)","(X)","(X)","445312","8943","1.6","0.3","1.8","0.3","6.8","0.6","8.6","0.6","14.2","0.9","21.7","1.1","17.2","0.8","17.1","0.9","5.8","0.5","5.2","0.4","68830","1447","12.1","86778","1866","(X)","(X)","(X)","(X)","(X)","(X)","355772","8824","12.1","0.8","8.4","0.7","15.9","0.9","14.2","0.9","1.1","17.5","1.0","7.1","0.6","5.9","0.6","1.7","0.3","1.2","0.2","34519","1158","46905","1289","(X)","(X)","(X)","(X)","27.4","(X)","16.1"
"0400000US33","New Hampshire","519137","4650","4.5","0.5","4.2","0.4","8.9","0.6","8.9","0.7","12.8","0.7","18.4","0.7","0.8","16.0","0.7","6.5","0.4","5.1","0.4","63280","1537","80571","1557","25.4","(X)","(X)","(X)","(X)","(X)","341718","5965","2.7","0.4","2.3","0.4","5.8","0.6","6.9","0.7","11.6","0.8","18.3","0.9","17.1","0.9","19.9","0.9","8.6","0.7","6.8","0.6","78524","1442","94164","1843","(X)","(X)","26.1","(X)","(X)","(X)","269048","6035","1.0","0.3","0.9","0.2","3.9","0.6","5.2","0.6","9.6","0.8","18.3","1.1","19.2","1.0","23.3","1.0","10.4","0.8","8.2","0.8","88343","1559","14.7","105723","2201","(X)","(X)","(X)","(X)","(X)","(X)","177419","5331","9.0","1.1","8.9","1.0","15.2","1.2","13.3","1.4","1.4","17.9","1.4","8.7","1.1","7.1","0.9","2.2","0.6","1.4","0.3","38070","2003","50443","2097","(X)","(X)","(X)","(X)","22.2","(X)","16.2"
"0400000US34","New Jersey","3198799","8893","5.8","0.2","4.0","0.2","8.1","0.2","8.2","0.3","10.8","0.3","16.3","0.4","0.3","16.7","0.3","8.5","0.2","8.6","0.2","69667","716","94083","790","32.7","(X)","(X)","(X)","(X)","(X)","2211642","11388","3.8","0.2","2.3","0.1","5.5","0.2","6.7","0.2","9.7","0.3","16.2","0.4","13.9","0.4","20.0","0.3","10.7","0.3","11.1","0.3","84442","947","109594","1057","(X)","(X)","33.5","(X)","(X)","(X)","1626018","11830","1.1","0.1","1.1","0.1","3.1","0.2","5.0","0.3","8.2","0.3","15.2","0.4","14.8","0.4","23.7","0.4","13.4","0.4","14.3","0.3","101635","657","12.8","128218","1348","(X)","(X)","(X)","(X)","(X)","(X)","987157","10770","11.6","0.5","8.4","0.4","14.8","0.5","11.8","0.6","0.5","15.9","0.6","9.9","0.5","8.5","0.5","3.0","0.3","2.6","0.2","38028","957","55431","995","(X)","(X)","(X)","(X)","29.1","(X)","13.6"
"0400000US35","New Mexico","764996","5964","10.4","0.6","6.8","0.4","12.8","0.5","12.1","0.6","13.9","0.5","16.8","0.7","0.5","10.0","0.4","3.7","0.3","2.5","0.2","42558","902","59281","972","31.7","(X)","(X)","(X)","(X)","(X)","501421","8215","7.6","0.6","4.8","0.5","10.9","0.6","11.6","0.6","13.7","0.8","18.3","0.7","12.7","0.6","12.5","0.6","4.7","0.5","3.1","0.3","51449","1006","67081","1309","(X)","(X)","32.4","(X)","(X)","(X)","347070","7590","3.1","0.4","3.1","0.4","8.5","0.7","9.3","0.6","13.1","0.8","20.8","0.9","15.8","0.9","15.8","0.8","6.3","0.6","4.3","0.4","64703","1628","11.1","79800","1756","(X)","(X)","(X)","(X)","(X)","(X)","263575","6611","17.7","1.2","10.8","0.9","17.3","1.1","13.4","1.1","0.9","13.1","0.9","6.9","0.8","4.5","0.6","1.6","0.5","1.3","0.4","27610","1008","41656","1590","(X)","(X)","(X)","(X)","28.8","(X)","13.4"
"0400000US36","New York","7238922","16375","8.3","0.1","5.4","0.1","10.3","0.2","8.9","0.1","12.0","0.2","17.0","0.2","0.2","13.8","0.2","5.9","0.1","6.6","0.1","56448","371","81441","459","34.3","(X)","(X)","(X)","(X)","(X)","4587857","19910","5.2","0.1","3.5","0.1","8.1","0.2","8.2","0.2","11.7","0.2","17.4","0.3","13.2","0.2","16.9","0.2","7.5","0.2","8.3","0.2","68395","674","94367","727","(X)","(X)","36.2","(X)","(X)","(X)","3147912","19199","1.7","0.1","2.0","0.1","5.3","0.2","6.3","0.2","10.1","0.2","17.6","0.3","15.0","0.2","20.9","0.3","9.8","0.2","11.2","0.2","85871","524","11.8","113619","896","(X)","(X)","(X)","(X)","(X)","(X)","2651065","18994","14.7","0.3","9.0","0.3","14.7","0.3","10.7","0.2","0.3","16.0","0.4","8.8","0.3","7.7","0.3","2.6","0.1","3.2","0.2","35873","469","55680","828","(X)","(X)","(X)","(X)","29.2","(X)","12.6"
"0400000US37","North Carolina","3731325","14347","8.7","0.2","6.6","0.2","12.3","0.3","11.8","0.3","14.9","0.3","18.1","0.4","0.2","10.0","0.3","3.1","0.1","3.1","0.1","45150","391","61807","548","28.1","(X)","(X)","(X)","(X)","(X)","2472230","16171","6.0","0.3","3.8","0.2","10.0","0.3","10.8","0.3","14.7","0.3","19.6","0.4","13.7","0.3","13.0","0.3","4.2","0.2","4.3","0.2","54995","624","72572","693","(X)","(X)","28.7","(X)","(X)","(X)","1795932","14845","1.9","0.2","1.8","0.2","6.9","0.3","8.9","0.3","14.0","0.4","21.6","0.5","16.9","0.4","16.8","0.4","5.5","0.3","5.6","0.3","68244","810","11.2","86158","910","(X)","(X)","(X)","(X)","(X)","(X)","1259095","12910","15.7","0.5","12.6","0.5","17.7","0.5","14.2","0.5","0.5","14.1","0.5","5.5","0.3","3.8","0.3","0.9","0.1","0.9","0.1","27468","499","38450","787","(X)","(X)","(X)","(X)","25.7","(X)","14.7"
